"id","name","abbreviation","type"
13710,"Latin American Benevolent Foundation","Latin American Benevolent Foundation","Private Orgs. & Foundations"
5558,"Latter-Day Saint Charities","Latter-Day Saint Charities","NGOs"
5416,"Latvia","Latvia","Government"
7283,"Latvian Red Cross","Latvia RC","Red Cross / Red Crescent"
13001,"Lawari Humanitarian Organisation","LHO","NGOs"
6918,"Lay Volunteers International Association","LVIA","NGOs"
5854,"Lazarus-Hilfswerk e.V.","Lazarus-Hilfswerk e.V.","NGOs"
15025,"Le Beau Monde","LBM","NGOs"
7531,"Le Monde des Enfants","Le Monde des Enfants","NGOs"
15170,"Lead Against Marginality and Poverty","LAMP","NGOs"
16009,"Lead Development Agency","LDA","NGOs"
7746,"LEAD Trust","LEAD Trust","NGOs"
14629,"Leadership, Management and Sustainability Program","LMS","NGOs"
15615,"League of Arab States","LAS","Inter-governmental orgs."
16129,"Lebanese Association for Development Al Majmoua","Al Majmoua","NGOs"
16128,"Lebanese Association for Human Promotion and Literacy","ALPHA","NGOs"
7862,"Lebanese Association for Popular Action","AMEL","NGOs"
16699,"Lebanese Institute for Democracy and Human Rights","LIDHR","NGOs"
6477,"Lebanese Red Cross","Lebanese RC","Red Cross / Red Crescent"
7174,"Lebanon","Lebanon","Government"
16267,"Lebanon Support","Lebanon Support","NGOs"
13674,"LEBEN FUR ALLE","LFA","NGOs"
16777,"Legatum Foundation","Legatum Foundation","Private Orgs. & Foundations"
15291,"Legend Society","Legend Society","NGOs"
14133,"Legion Against Adversities of Society","LAAS","NGOs"
16223,"Légitime Espérance","LE","NGOs"
14766,"LEGO Foundation","LEGO Foundation","Private Orgs. & Foundations"
13580,"Leonardo DiCaprio Foundation","Leonardo DiCaprio Foundation","Private Orgs. & Foundations"
6016,"Leprosy Aid Switzerland","Leprosy Aid Switzerland","NGOs"
16007,"Les Amis du Liban","Les Amis du Liban","NGOs"
14631,"Les Amis du Tibet","Les Amis du Tibet","Private Orgs. & Foundations"
15360,"Les Sarments de Lavaux","LSL","NGOs"
5417,"Lesotho","Lesotho","Government"
6273,"Lesotho Ministry of Agriculture and CARE Lesotho","Lesotho Ministry of Agriculture and CARE Lesotho","Government"
13977,"Lesotho Red Cross Society","Lesotho RC","Red Cross / Red Crescent"
7053,"Let's Save the Generation","LSTG","NGOs"
14722,"Levi Strauss Foundation","Levi Strauss Foundation","Private Orgs. & Foundations"
13489,"LG Electronic Inc.","LG Electronic Inc.","Private Orgs. & Foundations"
5740,"LH/ACT","LH/ACT","NGOs"
8876,"Liban Welfare Organisation","LWO","NGOs"
14299,"Liberal Forum Pakistan","LFP","NGOs"
7476,"Liberia","Liberia","Government"
7339,"Liberia Dujar Association, Sweden","Liberia Dujar Association, Sweden","NGOs"
16805,"Liberia Petroleum Company","Liberia Petroleum Company","Private Orgs. & Foundations"
14655,"Liberia WASH Consortium","Liberia WASH Consortium","NGOs"
7395,"Liberian Red Cross Society","Liberia RC","Red Cross / Red Crescent"
7843,"Liberians United To Save Humanity","LUSH","NGOs"
13550,"Liberty Mutual","Liberty Mutual","Private Orgs. & Foundations"
5418,"Libya","Libya","Government"
6146,"Libya Red Crescent","Libya RC","Red Cross / Red Crescent"
7918,"Libyan Relief Committee","LRC","NGOs"
6957,"Lichtbrücke e.V","Lichtbrücke e.V","NGOs"
12702,"LIDEAS DRC","LIDEAS DRC","NGOs"
13184,"Liech Holistic Development Service","LHDS","NGOs"
5332,"Liechtenstein","Liechtenstein","Government"
7012,"Liechtenstein Red Cross","Liechtenstein RC","Red Cross / Red Crescent"
5717,"Life and Peace Institute","Life and Peace Institute","NGOs"
14887,"Life Bridge","Life Bridge","NGOs"
8985,"Life for Relief and Development","Life for Relief and Development","Private Orgs. & Foundations"
16422,"Life for Syria","Life for Syria","NGOs"
15970,"Life Giving Force","LGF","NGOs"
8754,"Life International","LI","NGOs"
16664,"Life Makers Meeting Organization","LMMP","NGOs"
16400,"Lifeline GEDO","LLG","NGOs"
5149,"Liga de Apoio a Reinserçâo dos Deficientes","LARDEF","NGOs"
13781,"Liggett Vector Brands Inc.","Liggett Vector Brands","Private Orgs. & Foundations"
16686,"Light for the World","Light for the World","Private Orgs. & Foundations"
8303,"Light Force International","LFI","NGOs"
16858,"Light House Organization","LHO","NGOs"
7481,"Lighthouse Association","Lighthouse Association","NGOs"
14971,"Ligue Culturelle Haïtienne pour les Droits Humains","LCHDH","NGOs"
7677,"Ligue de Protection de l'Enfant et le Développement des mamans (LIPEDEM)","LIPEDEM","NGOs"
14926,"Ligue Islamique d'Afrique","LIFA","NGOs"
12675,"Lihir Gold Limited","LGL","Private Orgs. & Foundations"
5712,"Lima Airport Partners","Lima Airport Partners","Private Orgs. & Foundations"
13367,"Limited Brands","Limited Brands","Private Orgs. & Foundations"
6015,"Limmatstiftung Zurich","Limmatstiftung Zurich","NGOs"
14872,"Lindner Foundation Uganda","Lindner Foundation Uganda","Private Orgs. & Foundations"
16383,"Lingap Pangkabataan Incorporated","Lingap","NGOs"
7975,"Linkage Trust","Linkage Trust","NGOs"
8304,"Lion Aid","Lion Aid","NGOs"
5530,"Lions Clubs International Foundation","Lions Clubs International Foundation","Private Orgs. & Foundations"
8681,"LIPEDEM","LIPEDEM","Private Orgs. & Foundations"
13508,"Lipsey Water","Lipsey Water","Private Orgs. & Foundations"
14042,"Lisa and Douglas Goldman Fund","LDG Fund","Private Orgs. & Foundations"
15301,"Literate Masses","Literate Masses","NGOs"
5934,"Lithuania","Lithuania","Government"
7285,"Lithuanian Red Cross Society","Lithuania RC","Red Cross / Red Crescent"
16571,"Livelihood Initiatives for Human Excellence","LIFE","NGOs"
16030,"Livelihood Relief and Development Organization","LRDO","NGOs"
13038,"Livelihoods and Family Care Development Agency","LFCDA","NGOs"
7865,"Living Waters","Living Waters","NGOs"
13551,"Liz Claiborne","Liz Claiborne","Private Orgs. & Foundations"
13902,"Lloyd A. Fry Foundation","Fry Foundation","Private Orgs. & Foundations"
8978,"Lms Water Systems (France)","Lms WS","Private Orgs. & Foundations"
13192,"Local Action Organization","LAO","NGOs"
14724,"Lockheed Martin","Lockheed Martin","Private Orgs. & Foundations"
14114,"Lodhran Pilot Project","LPP","NGOs"
6304,"Logenix","Logenix","NGOs"
15625,"Lok Sudhar Association","LSA","NGOs"
6433,"London School of Hygiene and Tropical Medicine","LHTM","Private Orgs. & Foundations"
16625,"Longechuk Youth for Peace and Development Agency","LYPDA","NGOs"
16409,"LOST","LOST","NGOs"
6142,"Louis Berger","LB","Private Orgs. & Foundations"
13509,"Louis Vutton","Louis Vutton","Private Orgs. & Foundations"
13351,"Louisville Gas & Electric and Kentucky Utilities Co.","E. on U.S. ","Private Orgs. & Foundations"
5947,"Louvain-Developpement","Louvain-Developpement","NGOs"
14505,"Loving Hands for the Needy, Inc.","LHFN","NGOs"
7968,"Lower Guruve Development Association","LGDA","NGOs"
8877,"Lower Shabelle Relief & Development Organization","LORDO","NGOs"
13368,"Lowe's Companies Inc.","Lowe's Companies Inc.","Private Orgs. & Foundations"
14676,"LPDS - Dr. Soetomo Press Institute","LPDS - Dr. Soetomo Press Institute","NGOs"
14341,"LSQC","LSQC","Private Orgs. & Foundations"
6596,"Lubhancho House Hwange","LHH","NGOs"
13707,"Lubrizol","Lubrizol","Private Orgs. & Foundations"
5698,"Luchetti","Luchetti","Private Orgs. & Foundations"
15386,"Ludwig Boltzmann Institute of Human Rights","LBIHR","NGOs"
16841,"Lui Youth Development Organization","LYDA","NGOs"
14725,"Lupin","Lupin","Private Orgs. & Foundations"
16235,"Lutheran Relief and Development Organization","LUREDO","NGOs"
16720,"Lutherian World Fund","LWF","NGOs"
7104,"Lutherischer Weltbund Deutsches Nationalkomitee","Lutherischer Weltbund Deutsches Nationalkomitee","NGOs"
5244,"Luxembourg","Luxembourg","Government"
16476,"Luxembourg Développement","LuxDev","NGOs"
7139,"Luxembourg Red Cross","Luxembourg RC","Red Cross / Red Crescent"
13510,"M&T Bank","M&T Bank","Private Orgs. & Foundations"
14632,"M. J. Murdock Charitable Trust","Murdock Trust","Private Orgs. & Foundations"
13641,"M.A.C. AIDS Fund","M.A.C. AIDS Fund","Private Orgs. & Foundations"
8690,"MAAMS","MAAMS","Private Orgs. & Foundations"
12878,"Ma'an","Ma'an","Private Orgs. & Foundations"
14401,"MA'AN Development Center","MDC","NGOs"
8906,"Ma-an in Serving Humanity","Ma-an","NGOs"
16265,"Maarouf Saad Social and Cultural Foundation","MSSCF","NGOs"
15228,"MAB Consulting","MAB Consulting","NGOs"
14385,"Mabaret Phalasteen Society","MPHS","NGOs"
5852,"Macedonia Centre for International Cooperation","MCIC","NGOs"
7182,"Macedonia, Former Yugoslav Republic of ","Macedonia, FY Republic of ","Government"
16346,"Machsomwatch","MW","NGOs"
7199,"MACOSS","MACOSS","NGOs"
6969,"Madagascar","Madagascar","Government"
5276,"MADERA","MADERA","NGOs"
14871,"Madrasati Initiative","Madrasati","NGOs"
14726,"MAGE SOLAR","MAGE SOLAR","Private Orgs. & Foundations"
7864,"Magen David Adom","MDA","NGOs"
13976,"Magen David Adom in Israel","Israel MDA","Red Cross / Red Crescent"
15675,"Magna Deti v nudzi [Magna Children at Risk]","MAGNA","NGOs"
15730,"Magungaya Mindanao, Inc.","MMI","NGOs"
16417,"Mahvash and Jahangir Siddiqui Foundation","MJSF","Private Orgs. & Foundations"
15015,"Mailan Rehabilitation Association for Afghanistan","MRAA","NGOs"
6022,"Maison Shalom Ruyigi","Maison Shalom Ruyigi","NGOs"
13274,"Major League Baseball","Major League Baseball","Private Orgs. & Foundations"
15523,"Majulah Indonesia Tanah Airku","MITA","NGOs"
16131,"Makassed Philanthropic Islamic Association of Beirut","Makassed","NGOs"
14146,"Makran Resource Center","MRC","NGOs"
7109,"Mala Sirena","Mala Sirena","NGOs"
6519,"Malagasy Red Cross Society","Madagascar RC","Red Cross / Red Crescent"
14129,"Malakand Community Development Organization","MCDO","NGOs"
13014,"Malakand Rural Support Tehrek for Humanity","MRSTAH","NGOs"
7607,"Malaria Consortium","Malaria Consortium","NGOs"
5419,"Malawi","Malawi","Government"
6759,"Malawi Economic Justice Network","MEJN","NGOs"
5469,"Malawi Red Cross Society","Malawi RC","Red Cross / Red Crescent"
5239,"Malaysia","Malaysia","Government"
6836,"Malaysia Red Crescent Society","Malaysia RC","Red Cross / Red Crescent"
8035,"Maldives","Maldives","Government"
7246,"Mali","Mali","Government"
7617,"Mali Red Cross","Mali RC","Red Cross / Red Crescent"
12888,"Malilangwe Trust","Malilangwe Trust","Private Orgs. & Foundations"
15175,"Mallah Welfare Society","MWS","NGOs"
15045,"Malow Youthgroups Development Initiative","MaYDI","NGOs"
5856,"Malta","Malta","Government"
5470,"Malta Red Cross Society","Malta RC","Red Cross / Red Crescent"
5658,"Maltese Aid Agency","MAA","NGOs"
7560,"Malteser International","Malteser International","NGOs"
14315,"Mamoona Development Foundation","MDF","Private Orgs. & Foundations"
8471,"Mamoura Humanitarian Establishment","MHE","NGOs"
6568,"Man in Need","MiN","NGOs"
15174,"Management and Development Foundation","MDF","NGOs"
13723,"Management and Resources for Community Health","MARCH","NGOs"
7805,"Management Sciences for Health","MSH","NGOs"
6360,"Management Services for Health","MSH","NGOs"
6113,"Management Systems International","MSI","NGOs"
15782,"Manart El Mara Organization","MMO","NGOs"
16066,"Mandera Mediation Council","MMC","NGOs"
16260,"Mandher Relief and Development Organization","MARDO","NGOs"
7993,"Mango Tree Educational Enterprises","MTEE","NGOs"
7026,"Mani Tese","Mani Tese","NGOs"
7541,"Manicaland Development Association","MDA","NGOs"
13271,"Manitoba Council for International Co-operation","MCIC","NGOs"
8407,"MANNA","MANNA","Private Orgs. & Foundations"
6743,"MANNET (consulting company)","MANNET (consulting company)","NGOs"
14710,"Manulife Financial Corporation","MFC","Private Orgs. & Foundations"
13175,"MAPACT","MAPACT","NGOs"
8796,"MapAction","MapAction","NGOs"
8805,"Mapendo International","Mapendo","NGOs"
13372,"Marathon Oil Company","Marathon Oil Company","Private Orgs. & Foundations"
8595,"Marie Stopes International","MSI","NGOs"
8575,"Marie Stopes Kenya","MSK","NGOs"
7861,"Marsh Arabs","Marsh Arabs","NGOs"
14955,"Marshall Legacy Institute","MLI","Private Orgs. & Foundations"
16698,"Masar","Masar","NGOs"
14510,"Mashaal Training and Development Organization","MTDO","NGOs"
16306,"Mashal Women Community Development Welfare Society","MWCDWS","NGOs"
15038,"MASNAT Association","MASNAT","NGOs"
14570,"Massachusetts General Hospital","MGH","NGOs"
13370,"Massachusetts Mutual Life Insurance Company","Massachusetts Mutual Life Insurance Company","Private Orgs. & Foundations"
13688,"MassMutual Financial Group","MassMutual Financial Group","Private Orgs. & Foundations"
13428,"Mastercard Foundation","Mastercard Foundation","Private Orgs. & Foundations"
13085,"Masvingo Community Skills Empowerment Trust","MACOSET","NGOs"
16669,"Mata Agency for Relief and Rural Development","MARRD","NGOs"
14622,"Materials Management Relief Corps.","MMRC","NGOs"
13056,"Matheniko Development Forum","MADEFO","NGOs"
7092,"Matrix","Matrix","NGOs"
12780,"Matrix International","Matrix International","Private Orgs. & Foundations"
13371,"Mattel","Mattel","Private Orgs. & Foundations"
5420,"Mauritania","Mauritania","Government"
7369,"Mauritanian Red Crescent","Mauritanian RC","Red Cross / Red Crescent"
5421,"Mauritius","Mauritius","Government"
6583,"Mauritius Red Cross Society","Mauritius RC","Red Cross / Red Crescent"
15450,"Mavambo Orphan Care","Mavambo Orphan Care","NGOs"
13468,"Maxim G Rochester and Leighton McKnight","Maxim G Rochester and Leighton McKnight","Private Orgs. & Foundations"
13776,"MAXIMUS","MAXIMUS","Private Orgs. & Foundations"
13585,"Mayer Brown","Mayer Brown","Private Orgs. & Foundations"
14727,"Mazda","Mazda","Private Orgs. & Foundations"
16147,"Mbororos Social and Cultural Development Association","MBOSCUDA","NGOs"
13552,"McAfee","McAfee","Private Orgs. & Foundations"
13373,"McDonald's Corporation","McDonald's Corporation","Private Orgs. & Foundations"
13642,"McGregor Fund","McGregor Fund","Private Orgs. & Foundations"
13412,"McKesson Corporation","McKesson Corporation","Private Orgs. & Foundations"
14663,"MED1 Global","MED1","NGOs"
5095,"MEDAIR","MEDAIR","NGOs"
7062,"Medecins d'Afrique","MDA","NGOs"
5076,"Médecins du Monde","MDM","NGOs"
14658,"Médecins du Monde Belgium","MDM - Belgium","NGOs"
8767,"Médecins du Monde Canada","MDM Canada","NGOs"
8772,"Médecins du Monde France","MDM France","NGOs"
13719,"Médecins du Monde Greece","MDM Greece","NGOs"
8768,"Médecins du Monde Suisse","MDM Suisse","NGOs"
5081,"Médecins sans Frontières","MSF","NGOs"
5648,"Médecins sans Frontières - Belgium","MSF - Belgium","NGOs"
5668,"Médecins sans Frontières - Canada","MSF - Canada","NGOs"
5266,"Médecins sans Frontières - France","MSF-France","NGOs"
12682,"Médecins sans Frontières - Luxembourg","MSF - Luxembourg","NGOs"
5730,"Médecins sans Frontières - Netherlands","MSF - Netherlands","NGOs"
12761,"Médecins sans Frontières - Norway","MSF - Norway","NGOs"
5223,"Médecins sans Frontières - Switzerland","MSF - Switzerland","NGOs"
7692,"MEDECO","MEDECO","NGOs"
5529,"Media Action Intl.","Media Action Intl.","NGOs"
15653,"Media and Security Research Organization","MASRO","NGOs"
15229,"Media Frontiers","Media Frontiers","NGOs"
12658,"Media Support Partnership Afghanistan","MSPA","Private Orgs. & Foundations"
13915,"Media21","Media21","NGOs"
16337,"Median Organization for Development","MOD","NGOs"
13593,"Medibank","Medibank","Private Orgs. & Foundations"
14810,"Medica Afghanistan - Women Support Organization","MA-WSO","NGOs"
6076,"Medica Mondiale","MM","NGOs"
5893,"Medical Aid for Palestinians","MAP","NGOs"
5959,"Medical Aids for Children of DPRK","Medical Aids for Children of DPRK","NGOs"
8260,"Medical Assistance Programs International","MAP International","NGOs"
15328,"Medical Emergency and Relief Cooperative International","MERCI","NGOs"
5195,"Medical Emergency Relief International","MERLIN","NGOs"
13161,"Medical Management and Research Courses Afghanistan","MMRCA","NGOs"
16645,"Medical Mercy Foundation","MMF","NGOs"
14508,"Medical Missionaries","Medical Missionaries","NGOs"
8901,"Medical Relief Society","MRS","NGOs"
5098,"Medical Research Council","MRC","NGOs"
8549,"Medical Teams International","MTI","NGOs"
5528,"Medico International","Medico International","NGOs"
15588,"Medicor Foundation","Medicor Foundation","Private Orgs. & Foundations"
5678,"Medicos del Mundo","MDM","NGOs"
14610,"Medicos del Mundo Argentina","MDM Argentina","NGOs"
8120,"Medicos do Mundo","MDM","NGOs"
8499,"Medicos do Mundo - Portugal","MdM - P","NGOs"
7679,"Medicos en catastrofe (MEC)","MEC","NGOs"
12680,"Medicos sin Fronteras","MSF-Spain","NGOs"
5928,"Medicuba en Salud","Medicuba en Salud","NGOs"
6073,"MediCuba-Suisse","MediCuba-Suisse","NGOs"
16611,"Medicus Mundi","Medicus Mundi","NGOs"
6534,"Medilor","Medilor","NGOs"
7753,"Medina","Medina","NGOs"
7143,"Mediothek für Afghanistan e.V","Mediothek für Afghanistan e.V","NGOs"
13857,"Medishare","Medishare","NGOs"
13847,"Meds & Food for Kids","Meds & Food for Kids","Private Orgs. & Foundations"
16333,"Medshare","Medshare","NGOs"
13608,"Medtronic Foundation","Medtronic Foundation","Private Orgs. & Foundations"
15251,"Mehran Economic Walfare Orgnization","MEWO","NGOs"
15252,"Mehran Research and Development Society","MRDS","NGOs"
14169,"Mehran Welfare Trust","MWT","NGOs"
15815,"Meidob Mountains Organization for Development and Peace","MMODP","NGOs"
16170,"Mekka Association","Mekka Association","NGOs"
6274,"Mekong River Commission","MRC","NGOs"
5261,"MEMI/IBN SINA","MEMI/IBN SINA","NGOs"
6484,"MEMISA - Action médicale missionnaire ","MEMISA","NGOs"
7738,"Memorial Human Rights Centre","Memorial","NGOs"
6939,"MEN","MEN","Private Orgs. & Foundations"
13730,"Menasha Corporation ","Menasha Corp.","Private Orgs. & Foundations"
6486,"Mennonite Central Committee","MCC","NGOs"
6175,"Menschen für","Menschen für","NGOs"
5677,"Menschen Gegen Minen","MGM","NGOs"
6482,"Mensen in Nood Caritas","MNC","NGOs"
8662,"Mentor Initiative","MI","NGOs"
